1,愚者,整體,牌面上愚者到達懸崖末端後，將跳進一個未知的環境，所以也代表搬家、轉學、大膽的行動。也許你會把事情看得太簡單，沒有經過縝密的思考和計劃，也許你有目標，只是那個目標跟一般人不同。但事情並沒有絕對的好或是壞。外人看你瘋瘋癲癲孩子氣，不遵守世俗規範，經常不按牌理出牌，語出驚人，行事盲目又什麼話都聽不進。但總而言之，你是個活在當下的樂觀主義者。,,自然香
2,魔術師,整體,你非常主動而有行動力，行動經過清晰思考，所以很有把握與自信。如今萬事齊備，你可以開始進行你的新計劃了。你不僅築夢，而且踏實，擁有一個前景光明的開端。,,木質香
3,女祭司,整體,你一向抱持「以不變應萬變」的態度，處事態度傾向含蓄內斂並傾聽直覺，得到內在的智慧。與其強行改變外在的世界，不如傾聽內心的聲音，自然能境隨心轉，相信擁有的無上智慧。但也可能代表你是個直覺很強，卻很少付諸行動的人，或是態度可能太過拘謹、冷若冰霜。,,花香
4,皇后,整體,你主動且熱情，敢於大方表達愛與關懷，也相當重視感官的享受。你可能在此時享受奢侈的生活，盡情打扮並表現自己，吸引他人的目光。皇后牌同時代表母親與生產，延伸出去就是豐收與創造，通常是令人感到歡樂的牌。相信你長久的耕耘能夠得到滿意的成果。你可以盡情?他人付出，例如照顧小孩或小動物，或者是遇見一位具有這種特質的人，特別是女性。,,果香
5,皇帝,整體,皇帝可能代表某位具有權威父親形象的人，你可能即將遇見對你有極大影響力的人，通常是居上位、有權力、克己嚴謹、但缺乏情感交流的領導人物或權威人士；或可能你就是擁有這個形象的人。如果情況好，皇帝能給予幫助；如果情況不好，皇帝可能會施加控制，使你失去自由，苦不堪言。另外，皇帝也可代表一段穩定自律的時期，嚴以律己、一絲不茍，達成自己的目標。這段時期無論你要做什麼決定，建議多採取理性分析的方式，而非聽從情感與直覺。,,木質香
6,大祭司(教皇),整體,也許你正向某個人或某個團體的人屈服，而這正是你該為自己、及心靈上的需求負起責任的時刻。你目前的行事作風並非應付事情的唯一方式，假設你願意加以探索的話，或許你就會找到新的可能。但縱使有大方向可供追尋，但請記得能做出決定的終究是你的自由意志。,,自然香
7,戀人,整體,戀人經常代表當事人面臨重大抉擇，也就是雙方關係的對立。這樣的抉擇不只是在兩個人之間做選擇，更是對兩種生活方式的抉擇。你即將做出的抉擇可能會產生重大影響，此時不要短視近利，更不可執迷於表面的利益或面子，而應該要仔細思考自己究竟要什麼，才能作出好的決策。牽涉的是人生的轉捩點，不是短期的影響，不可不慎。,,果香
8,戰車,整體,戰士具有堅定不移的信心與決心，他有能力控制整個局勢。六號的戀人牌有關選擇，七號的戰車則對他的選擇採取實際行動，克服路途中的恐懼──恐懼失敗，恐懼選擇錯誤。戰車另一個重要意義是勝利。戰士十分重視輸贏，而他通常是贏的那一方。透過與別人競爭而得勝，他總要成為第一名，縱使付出比別人加倍的努力也在所不惜。對於競爭，他懷有強烈的野心與專注力。對於設定的目標，他會全心全意去達成。　自律、自我要求與情感控制也是戰士具有的過人特質。唯有嚴格的自律，才能使他在競爭中得勝。鬆散、無紀律、渾渾噩噩的生活是他絕對不會接受的。他更不可能放縱自己的情感。他要征服。,,木質香
9,力量,整體,用她內心的勇氣、信心和耐心來馴服目前的困境。相同的道理也可應用在克服內心的獸性與恐懼、憤怒與衝動，也就是克服我們內在的那頭獅子。如果當事人現在表現得太急切，力量牌出現提醒他要放慢腳步，要有耐心，要以柔性力量來行動，同時別忘了自信最重要。,,果香
10,隱士(隱者),整體,最近的你產生想多花一些時間與自己相處的想法。這是你傾聽內心的好時機，遠離人群及不必要的社交活動，讓內心靜下來。冥想、沉思、靜坐、傾聽內心的聲音、留意夢境帶來的訊息，都會帶來好處。你逐漸發現無論是智慧的追尋和性靈的成長，都必須一個人單獨完成。問題的答案其實已經在我們心中，孤獨是為了，內省就是為了找出答案。這個時期也建議你可以向有智慧的前輩請益。,,花香
11,命運之輪,整體,命運之輪要表現的就是個人命運的不可預測，俗語說「風水輪流轉」，正是命運之輪的寫照。通常命運之輪象徵的命運不是人力可以控制的。記住，塞翁失馬焉知非福。如果困擾你的事情已經拖延很久都沒有解決，轉變的時機即將到來，很有可能獲得極大的進展，而且這進展通常不是努力得到的，反而像是莫名其妙從天上掉下來的。把握時機解決它吧！,,木質香
12,正義,整體,你可能表示追求生活和心靈的平衡，理性接受自己的過去，並負起該負的責任。正義就是為所當為。無論是什麼事情，都建議用理性思考的方式，仔細分析利弊。你應該對自己，以及周遭的人絕對的誠實。你過往的決定或行為已經引導你走到了目前的境遇，為你自己目前為止所做的種種決定負起責任，如果你對現況不滿意，請慎重思考方向，因為你的未來可能會因為目前的決定、行為或理解而改變。如果之前被誤會，正義牌出現代表你將討回公道，獲得道歉或賠償。,,自然香
13,吊人,整體,現在的時機對你來說可能很辛苦，不安、焦慮、陷入瓶頸。建議你可以換個角度思考，很多事情都是一體兩面，不要用舊有的習慣侷限自己。你現在做的犧牲最終是否值得，此時還無從得知沒有人知道，但無論如何你都將無法擺脫他已做的選擇而繼續犧牲下去，因為困住你的其實不是外力，而是你自己。在這段時間內無論如何問卜都不會產生任何實質性的進展，目前你的狀況就像是陷入泥沼或流沙般不易自拔，而對陷在流沙中的人來說，輕舉妄動才是大忌。除了思考還是思考，除此之外這個時期做什麼都不安全。讓生命中的事物自然而然的發生，或許你會對結果感到驚喜。,,木質香
14,死神,整體,你可能正在面對一段關係的結束，例如分手、離婚、拆夥；也可能是習慣的結束，例如戒菸、戒酒、戒賭、戒色。從另一方面來看，結束其實也只是一種轉變。世界上唯一不變的就是改變，所不同的只是改變的快或慢而已。結束就是最突然的改變，頃刻之間，必須迫使你立刻放棄某種事物，無論你願不願意。如此轉變令人難以承受，對未知的恐懼在所難免，但這個課題每個人都必須要學。如果過去曾經有不堪回首的往事，死神能讓你重新來過。,,果香
15,節制,整體,憑借調和對立的思想、相反結果的能力，你的內心安祥而平靜；學會了調節正義和憐憫、成功與失敗、歡樂與悲傷，緩和生命中的各種需求。你包容和自己意見不同的聲音，但不會完全迎合它們；調和自己內心相互衝突的思想，因而得到真正的寬容。在這個階段，最重要的是找準方向，確定你做的是你想要做的，僅此而已。,,花香
16,惡魔,整體,你對自己極度缺乏信心，認為自己不可能做好任何事情。你的態度被動而消極，總是讓命運決定自己的未來，不相信自己可以決定自己的命運。現在的你把人生的重心放在追求物質上，完全忽略心靈層面。不要反而被束縛成為物質的奴隸。被他人強迫鎖住是一回事，不願離開自己加諸自身的束縛，才是完全的無藥可救，才是真正的無助，因為即使有人想救，也救不得。,,木質香
17,塔,整體,即將迎來一場突如其來的改變，而且通常是你無法控制的，而且衝擊可能深入內心，徹底毀壞你的價值觀與信仰，而失去安全感。你必須捨棄以往的一切，來適應新的模式。 破壞的過程很痛苦，但為了光明的前景，短暫的痛苦也值得。這個課題不容易，畢竟人受限於習慣，一旦日常生活模式受到預料之外的破壞，一定非常難以接受。但這可能是極為難得的機緣。,,果香
18,星星,整體,星星代表希望、和諧、療癒、平穩、寧靜與安祥，也與靜坐冥想相關，這些並非外顯的行動，而是內在的狀態。如果你正處於一場劇變時期，感到極大的痛苦，表示你即將找到一個新的出口，並且在情緒上保持和諧穩定。但要注意在痛苦後帶來的積極感受雖然令人愉快，卻並不穩固。這樣純粹歡愉當然可能來源于靈性覺醒，但更多是由于無知或長期壓抑。千萬要記住虛幻的東西總是沒辦法持續很久的，如果之前沒有充足的實際準備，很快就會跌回現實。,,自然香
19,月亮,整體,也許你正在一個令你感到不安、迷惑與恐懼的情境，可能是面對未來的迷惘，或是面對陌生情況的不安。有時候也代表隱藏的秘密、危險或敵人，發生誤會與欺詐，甚至出現莫名其妙的謠言中傷。倘若你往內心深處探索，而其中往往藏有很多令人意想不到的事物，有些甚至不怎麼令人愉悅。面對你的恐懼，因它們可能會阻礙你去作某些事情。此時尤其不適合做決策，最好三思而後行，如果無法思考，寧可乾等也不要貿然做決定。,,花香
20,太陽,整體,充滿希望歡欣的氣氛，所有的事情都一帆風順，而且是全方位的成功。當一切都如此美好，心情就會自由自在，快樂無比。此時，任何簡單的幸福都會帶來極大的快樂。你知道幸福是一種選擇，而且它並不需要與你周遭的有形事物有任何關聯。,,木質香
21,審判,整體,你現在正在人生抉擇的十字路口：反省過去，重新規畫未來。你內心的聲音正在呼喚自己，要你與自己的內在對話，檢視自己過去的行為和追求是否正確？目前你所擁有的是否能帶給自己真正的快樂和滿足？你必須正視這些問題，因為這是你獲得長久成功和快樂的二次機會。最後請相信自己擁有清晰的判斷力，可以為自己做決定，並驅使我們走向人生更重要的階段。若你正想要擺脫什麼人或什麼環境，那麼時機即將到來。,,果香
22,世界,整體,雖然也許短時間內不會有什麼明顯改變，但在這個時段里，你卻有充足的精力去探索自己喜愛的事物，旅遊、廣交朋友或者多讀不同類型的書都是不錯的選擇。既然無法馬上改變，就多去看看不同的可能性，也許在那些你未曾想到過的可能性中，你就會發現新的契機。無論你當時處在何種情況下，這種情況都會在相當長的一段時間保持下去，而且是原封不動地保持。建議到大自然中充充電放鬆一下疲憊的身心，會讓以後的路走得更穩健。,,自然香
23,愚者,愛情,愚人可能代表旅途中的戀情，或是今朝有酒今朝醉，兩人並不考慮未來。如果愚人代表你的情人，你可能會以獨特的方式獲得愛情，很容易墜入愛河，但你千萬不要期望結果:別期待他能安定下來，要他負責任很難，要他承諾更是天方夜譚。因為他純粹憑感覺行事，不願意受到任何長期計劃或關係的約束。,,自然香
24,魔術師,愛情,將有一段新戀情展開，對方備受異性歡迎，兩個人都是比較務實的人，彼此間的性格是互補型的，兩個人在一起做事能默契配合，不會因為特質方面的因素而影響到感情。兩人在一起能夠品嘗愛情的喜悅，會以不斷變更約會地點和方式，來令彼此保持新鮮感。,,木質香
25,女祭司,愛情,你可能是一位不需要另一半的單身女子，或正處於單戀或暗戀的關係。若是有交往對象你的你，你們的交往模式是一種理智的感情狀態，介於朋友與戀人之間兩個人更重視精神方面的結合。,,花香
26,皇后,愛情,你們會輕鬆順利地發展一段快樂的戀情，直到談婚論嫁。你和伴侶是透過感情和歡樂來貼近人生，而不是經由思想。單身者可能會有相當具有吸引力的女性熱情主動接近，這位女性可能是你自己，也可能是情敵。,,果香
27,皇帝,愛情,皇帝牌可能暗示男性採取主動，或是兩人相處缺乏情感交流。皇帝牌若代表丈夫或情人，但這位丈夫或情人雖有責任感，卻不會甜言蜜語，反而取代嚴父角色，讓人有點敬畏，情況不好時可能會想控制對方。,,木質香
28,大祭司(教皇),愛情,教宗通常指涉傳統的戀情或婚姻，例如相親，也可能是柏拉圖式的精神戀愛，最好的情況則代表婚禮將近。值得注意的是這段感情關系，是遵從他人期望的一段關係。若你們正在這種關係中，雙方很難忠實於自己，也很難忠實在感情中自己真正的需求。若你跟伴侶的關係已流於一種形式或規矩，你應該去找尋另一種新方式，可能會感受到周遭的人所形成的阻力，但之後還是可以證明這一切是值得的。,,自然香
29,戀人,愛情,戀人牌所呈現的選擇有可能挑戰你的道德與信仰，像是站在一個十字路口，必須在道德與快樂之間做抉擇。因此戀人牌也代表個人信仰與價值觀，因為當事人的抉擇通常奠基在他的價值觀之上，雖然此時它可能遭受挑戰。也可以代表決定去愛或展開新關系，好讓這段新關系或新階段可以安全的開始。但總體來說，兩人感情融洽且穩定。,,果香
30,戰車,愛情,戰車通常欠缺軟性對話與情感交流。有可能出現競爭者，或者你就是那個競爭者。感情上正在努力控制自己的情緒，而且控制得很好，這讓你的感情發展得更順利。但如果感情過渡自控，也容易缺乏溫和的交流的溝通。,,木質香
31,力量,愛情,你擁有足夠的力量和勇氣，讓你可以在兩性關系中發展出真正的親密感，而不必試著要去控制它，或者被它所控制。你有充分的勇氣可以處理任何可能發生的困難，而無需因恐懼而逃避。在這段感情中女方是占有絕對優勢的那一個，男性在這段感情里更多是“依附”或者說是比較讓著依著女方。只要女方別做的太過分太強勢，這段感情的前景還是蠻不錯的，是能夠順利的走到一起走到最后的。,,果香
32,隱士(隱者),愛情,感情方面可能表示單身，或是暫時退出感情關係，需要深思。如果已經處在穩定關係中，也暗示他需要自己的時間和空間，或是對此關係作進一步的思索，畢竟，隱士對於戀愛並不熱衷。一旦兩人達到某種默契之后，便能夠了解對方，何時需要獨處，何時需要陪伴。,,花香
33,命運之輪,愛情,現有的感情生活已不能滿足你心靈的需求，你可能會嘗試與伴侶溝通，希望彼此能夠互相幫助對方，在愛情的領域中成長。若是無法達成共識，你也許會毅然決然地離開對方，去尋找新的愛情。,,木質香
34,正義,愛情,你正要和伴侶建立起法律上的契約關系，也就是婚姻。對於愛情，你有一份強烈堅持的信念，若是發現伴侶不能配合的話，會立刻中止你們的關係，採取分手、分居或離婚的行動。,,自然香
35,吊人,愛情,最近，你和伴侶的關系不太和諧，兩人常意見不合，時而爭吵、時而冷戰。其實，只要你站在對方的立場去觀察、思考同一件事，便會了解問題的癥結所在，而彼此的緊張關系只是一時的。單身的你目前戀情暫時沒有進展，可能你正在默默等待，或是有人正在等你回首。,,木質香
36,死神,愛情,死神指出過往某種事物的結束，而現在的課題就是要承認、接受、在新生涯中找到新的快樂，也許你會發覺結束的事物原來沒有自己想像得那麼好，現在你能清楚分辨什麼樣的人才是自己理想的伴侶，也因此，終能找到幸福美滿的生活。,,果香
37,節制,愛情,你以憐憫、諒解、包容的態度，來面對長期忽視你需求的伴侶；以開明、溝通的方式，來一起討論你們之間的情況，設法找出改善之道，開始實際去改變。若你正打算投入另一段感情，你會花一段時間考慮、觀察清楚，對方是否真的適合自己。,,花香
38,惡魔,愛情,在感情中你不曾真正去關心過自己的伴侶，你所求的僅是肉體的歡愉；你也不是忠誠的伴侶，可能會有外遇的行為，甚至把性事當成要脅伴侶的武器。也許你早就知道這樣的關係不甚恰當，卻拒絕結束這段早該結束的感情關係。也可能是；或是你們之間關係可能太過於束縛，一方經常限制另一方；也可能代表有性無愛，或是用錢買來的關係。,,木質香
39,塔,愛情,突然爭吵、分手，或是外在環境改變影響雙方感情，例如雙方家長大力反對，或為了工作或學業必須與情人相隔兩地；也可能因為受到流言的破壞，使對方離你而去。你們以往的相處模式已經沒有辦法繼續存在，發生突然的改變是為了讓你能再次成長。,,果香
40,星星,愛情,新的戀情隱約出現。你即將走入一個人的人生，為對方帶來新模式的兩性關系，將不可能化為可能。,,自然香
41,月亮,愛情,單身的你對感情可能感到不安恐懼，不要讓一時情緒做出不理智的決定。有伴侶的人在表面可能風平浪靜，其實你的內心可能已陷入復雜的三角關係中，你連自己在想什麼都搞不清楚，充滿不安及迷惑，不要讓情感的混亂蒙蔽了理智，你現在所做的一切對伴侶而言就是虛偽及背叛。,,花香
42,太陽,愛情,你們的關係是一種既有創意、又饒富趣味的兩性關系，在日常生活中隨時可以見孩子般的天真和童趣。而在一段時間的獨身後，你即將展開新戀情。,,木質香
43,審判,愛情,破鏡重圓不是夢。他常憶起過去那幾段沒有結果的感情，因而突然領悟到感情失敗的真正原因。你以此為戒，決心改善和現在伴侶之間的關系，你們將會擁有一個新的開始。,,果香
44,世界,愛情,你所付出的真情，現在得到了回應；你們之間的關系將長久且穩定、和諧地持續著。旅行對你們之間的親密關系是很重要的，在旅程中的經歷，將使你們成長，關系更為緊密。愛情也可能達到一個完成階段，不管是步入禮堂，還是好聚好散，起碼一切都很自然。,,自然香
45,愚者,財運,工作方面，喜歡尋求捷徑，傾向自由的工作氛圍，適合藝術類工作或從事自由職業。容易以獨特的方式取自意外的收獲。但除非你從事的是追求創意的另類工作，否則老闆恐怕不會喜歡。不善于理財，在投資上容易孤注一擲，不計後果，容易因此而損失金錢。建議謹慎投資，多多儲蓄。,,自然香
46,魔術師,財運,工作方面，頭腦靈活，充滿創意，處理事務得當，工作效率較高，并且非常注重細節，能夠充分發揮自己所學，在工作中的創意可能得到旁人認同。鼓勵你善用語言和溝通能力，運用原有的技能，再加入新鮮創意來實踐你的想法。在行事風格上，請採取主動，保持專心一致。很有經營頭腦，會尋求與自己性格互補之人作為合作物件，重視收入與產出，能夠以拿理公道的代價獲得想要的東西。,,木質香
47,女祭司,財運,工作方面，你對待工作很有責任感，擁有明確的目標明確，會苦心鑽研各種工作技能，能夠擁有展現自身潛力的機會，具備評論才能，適合從事與教育相關的職業。-財運方面，很少會盲目消費，善於理財。具有談判的口才和能力，可以憑自己之能力，得到好的賺錢機會，並獲得豐厚利潤。-財運方面，因為有務實的金錢觀，會憑借自己努力去賺錢，財運不錯，善於發現賺錢機會，同時也容易獲得意外之財。,,花香
48,皇后,財運,在工作方面，表示收穫豐碩，或是遇到一位熱心幫助你的人，通常是女性。皇后也可能代表一位很有影響力的女性，對當事人相當重要。-財運方面，因為有務實的金錢觀，會憑借自己努力去賺錢，財運不錯，善於發現賺錢機會，同時也容易獲自意外之財。,,果香
49,皇帝,財運,工作方面，你可以通過自律和腳踏實地的努力，在事業上取得相當好的成績，同時務實的態度也會讓你在更長的時間里處於事業的巔峰。-財運方面，你渴望能擁有財富，喜歡賺錢的樂趣，擅長結交權貴，會以堅強的意志力及手腕獲得成功。,,木質香
50,大祭司(教皇),財運,工作方面，你可能在一個大機構任職，或上級對下級有相當的控制權，行事建議按部就班，必要的時候要與體制和傳統妥協。在必要時刻應該尋求長輩或專業人士幫忙。-財運方面，由於你的理財觀念和方式比較保守，以儲蓄、定存等方式是你比較習慣的方法。若是打算投資理財，投資高風險的股票或是房地產並不適合你。,,自然香
51,戀人,財運,工作方面，戀人點出工作環境的人際關係至關重大。當事人可以已經在團隊中工作，或是必須尋求合作，無論如何，當事人都必須學習到合作的技巧，溝通要順暢，就能發揮一加一大於二的效果。有時候，戀人牌代表在工作上遭遇到的抉擇。少數情況下，戀人代表工作上的戀情。-財運方面，透過與一個公司團體或和伴侶的合作關系，你能創造相當不錯的利潤；或是因為伴侶的關系，你可以得到相當多的財富。,,果香
52,戰車,財運,工作方面，有才能，辦事卓有成效，工作上能夠獨立作業，自信心很強，能迅速調整情緒以提高效率。戰車出現通常意味某種程度的挑戰，而且此時放棄是不明智的。拿出決心，貫徹始終，別忘了戰車也代表勝利。-財運方面，雖然你對理財並非完全沒有概念，但在金錢的使用上確實比較衝動；你會花大筆的金錢在買新車、車子的裝備以及相關物品上，甚至是貸款消費。,,木質香
53,力量,財運,工作方面，你擅長突破難關，喜歡代人辦事，在事業上不斷突破自我，傾全力發揮自己的潛能，可能獲得主管職位。-財運方面，可能會有大筆開銷，也會果斷的進行投資，但不宜過于貪心，否則將損失慘重。,,果香
54,隱士(隱者),財運,工作方面，你不追求名利富貴，你所要的是可以經得起道德、真理、時間所考驗的成果，希望自己所付出的努力，對這個世界、人類社會，是有意義的；因此，你在推行工作的過程中，也常常必須面對現實與理想之間，極為困難的抉擇。建議當事人向有智慧的前輩請益。-財運方面，你往往會因理念不同而拒絕了賺錢的機會，因而較難有豐厚的財產。,,花香
55,命運之輪,財運,工作財運方面也常有意外的驚喜，此時幸不幸在長遠來看也許會出乎意料，因此請接受這個改變，找出最適當的對策。,,木質香
56,正義,財運,工作方面，你希望在工作和生活之間、個人和群體之間，感性和理性之間，都能取得一個完美的平衡點，不要為任何一邊犧牲掉另一邊。最近，你需要重整自己的工作和生活的比例調配。你喜歡身兼數職，過著忙碌而充實的生活；而你也確實能將這幾份工作兼顧好。-財運方面，你所有的財務困難皆可解決，你可能會有一筆意外的收入。這是一個讓你把握現在，享受平衡生活的好時候。,,自然香
57,吊人,財運,工作方面，你遇到了難以突破的瓶頸；你所期望的加薪、晉升，都難以如願。但是，只要保持心靈的平靜去面對這一切，漸漸會有所改善的。-財運方面，你開始用新的方式，一步步去改善現況。,,木質香
58,死神,財運,工作方面，可能會非自願的失去了工作，因失去穩定的收入而陷入恐慌。但別擔心，一段時間後你可能會重回學校充實自己，或找尋新的工作，並找到更適合自己的職業。-財運方面，原有的投資都不順利，甚至連穩定工作收入都失去，但你會學習到很多，並重得你所失去的。,,果香
59,節制,財運,工作方面，你正在尋找一種新的方式來處理你原有的工作，以一種從容而輕鬆的工作風格來取代緊張的步調，你知道如此工作更能成功，雖然這種成功並不一定是在短時間內能看出來的。你需要保持彈性，敞開溝通的管道，多交流意見，與對方協商，消除對立，創造雙贏。-財運方面，你可能會開始斷捨離掉不必要的東西，開始過著返樸歸真，平靜而率直的生活。,,花香
60,惡魔,財運,工作方面，你失去了尋找工作中的滿足感和更深刻的意義，成為一個唯物論的功利主義者，唯有金錢才能推動你的野心；同時面對在職場上的一些游戲規則，你都視若無睹，而會去做一些詐欺及不正當的工作。-財運方面，你不擅長理財，也不會識人，會因為自己的無知、貪財和軟弱，而常被人拐騙金錢。,,木質香
61,塔,財運,工作方面，你的工作或上班的公司會有著突如其來的轉變，你很可能會突然被裁員，或者推動的計劃驟然被停止。不管你樂不樂意，你都必須捨棄這些，才能再獲得新的工作。-財運方面，受到工作變動的影響，你的財務也發生了嚴重的損失，而這個損失不是短時間內所能恢復的。,,果香
62,星星,財運,工作方面，雖然你對現在的工作情況很不開心，但情況將會好轉，機會終會降臨。-財運方面，這段時間你的財運不錯，你的財務可能會發生極大的轉變，你將有超出預期的收入，因而你會有多餘的金錢做投資理財的計劃，並從中獲利。 ,,自然香
63,月亮,財運,工作方面，若從事具藝術性或創造性事業，你會感到創作靈感源源不絕，想像力大幅增強。但要注意因為對事物有過於主觀的見解，以致在工作上會選擇非自己目標的工作，或是待人不慎而被無形中傷。-財運方面，此時你可能會對許多的投資產生興趣，但又對它們所能產生的績效產生懷疑，而市場上的眾多訊息面讓你更不清楚所處情況，所以你千萬不可在這種暗藏動亂中貿然投資，不然鬼迷心竅下只會陷入騙局。,,花香
64,太陽,財運,工作方面，你的心胸寬大，懂得寬恕他人，在人際關系上獲得眾人的敬重與愛戴。你可能剛得到一份新工作不久，並在這份工作上得到成就感、實質的報酬、與充實投入的感動。-財運方面，最近額外收入頗為豐碩，規劃已久的奢侈品可以入手了！,,木質香
65,審判,財運,工作方面，你正在思考現在的工作是否為自己所期望的；若答案為是，你將更為投入；若答案為否，你將另謀他職。找一份新的工作對你來說並不難，只要你確立了目標，機會一直都在你的身邊。-財運方面，過去的債務現在都能清償完了，你開始學習使用新的理財方法，使自己的財務狀況好轉。,,果香
66,世界,財運,工作方面，由於工作性質的關系，你可能會常常去國外出差，進而外派至他國工作，因此你有很多機會接觸不同國家的人，並能獲得他們的肯定。長久以來， 你專注自己的事業，現在你即將獲得自己努力的成果，而那將遠遠地超出你所預期的。-財運方面，你相當擅長理財，特別是投資海外的股票或基金等，為你賺進大筆的財富；即便是在經濟不景氣的情況下，你也有充足而穩定的經濟來源。,,自然香
67,愚者,健康,時時充滿活力；雖然你的身體不十分健壯，但也無大礙，反正生病的話，看個醫生、吃個藥就好了嘛！對你而言，每天都是全新的開始！,,自然香
68,魔術師,健康,精神狀態穩定、適合知性的裝扮。關於健康的問題都能解決。生病對你而言是一個警鈴，告知你生活上缺少了某樣東西，可能是好好的休息，也可能是均衡的飲食；但不論是什麼問題，只要你傾聽身體的需求，憑著你自己的意志力和自然的療養法，必能獲得很大的改善。,,木質香
69,女祭司,健康,必須時時傾聽身體的需要，注意生活中的種種暗示，以獲得身心健康。女性可能有婦女疾病或經期困擾。,,花香
70,皇后,健康,體力充沛、多產、氣質佳、風度翩翩、對時尚衣飾頗為偏愛。你的身體一向健壯；透過園藝活動，還有時常親近大自然，將會有助於你平衡自己的身心。,,果香
71,皇帝,健康,適合佩戴一些小飾品以愉悅心情。你的身體健康狀況良好，本來你的身體就很健壯，再加上平日透過運動、注意飲食，補充維他命來保養，就能長期擁有良好的身心狀態。,,木質香
72,大祭司(教皇),健康,以傳統的保健方式來維持健康。基本上，只要你相信自己可以狀況良好，你就會有良好的狀況。,,自然香
73,戀人,健康,多與好友聊聊有益緩解壓力，若是生病的話，建議多看幾位醫生，了解各方的診斷結果和建議，再決定是接受藥物治療，還是改變生活模式。,,果香
74,戰車,健康,身體健康、活力充沛。對你的健康而言，預防絕對重于治療。你必須要注意飲食，避免過度勞累。你的神經較為脆弱，易引發慢性疾病，若是你覺得太累或不舒服，都應該好好休息。,,木質香
75,力量,健康,你活力充沛，集體自我修復能力強，面對疾病有頑強的斗志。你可能有心臟或脊椎方面的毛病，不過這些毛病也可以透過內在能量來克服。整體而言是重拾健康活力的好徵兆。,,果香
76,隱士(隱者),健康,由於你常常在反省思索自己的狀況，因而很了解自己的身心狀態，你會以最適合自己的飲食習慣和生活方式，來保持自己的最佳狀況。,,花香
77,命運之輪,健康,你藉由運動和飲食控制，讓自己更為健康迷人。,,木質香
78,正義,健康,你之前因吃太多而造成的肥胖，因工作太忙而沒有時間休息，現在都可以得到解決。你必須藉著運動而達到身體的最佳狀態，也可藉著旅行和休息得到精神的最佳狀態。,,自然香
79,吊人,健康,你需要長時間的調養恢復健康、面對疾病勇敢堅強。,,木質香
80,死神,健康,你的健康亮起紅燈，可能必須接受手術治療，這些都是身體所發出的警訊，要你開始注意照顧自己的身體。,,果香
81,節制,健康,節制具有療癒的能力，如果有舊傷或老毛病，將能隨著改變生活模式及時間逐漸康復。,,花香
82,惡魔,健康,揮之不去的隱痛。你常常會藉由酒精或其他讓你成癮的東西或行為來忘記問題，結果不只沒能解除困難，反而嚴重損壞了自己的健康。,,木質香
83,塔,健康,疾病輕易惡化、易燙傷或刀傷，或在自然災害中受傷。你可能會遭到火傷，或是車禍意外，甚而必須住院。你也有因種種的不順而造成精神崩潰的危機。,,果香
84,星星,健康,身體狀況絕佳。你的慢性病突然奇跡似地治愈，而你也找到了維持健康之道，利用SPA或是和朋友快樂地相處等令身心放鬆愉悅的事。你逐漸領悟到，身心的調和不是理論，而是事實。,,自然香
85,月亮,健康,心煩意亂、精疲力竭、面對小疾而心情沉重、遭遇錯誤的診斷。在健康上， 因為你對許多未知的事物都有疑神疑鬼的態度，所以可能會有精神方面的問題。,,花香
86,太陽,健康,體力充沛、頑強的生命力、身體康健。你的身體機能逐漸好轉；迅速地從手術和疾病中復原。,,木質香
87,審判,健康,經由心理輔導，你了解了自己健康狀況不佳的原因，大部份是由於精神狀況的影響所造成的結果。因此，你藉助心理治療的過程找出問題，休息調養便能痊癒。雖然你的外表和以前沒什麼兩樣，但內在已是一個脫胎換骨的人了。 ,,果香
88,世界,健康,身體康健、體力充沛、精神爍爍。目前，正是你身心平衡的最佳狀態，精神上的壓力得到疏解，身體上的疾病得到治療。不論是在心靈上還是在事務上，你皆能克服障礙，超越極限。,,自然香
